id,name,count,name_eng
5489,wyjście,1,Exit
5490,brak przejscia,1,no passage
5492,Zamek staw,1,Castle pond
5493,światła,1,lights
5494,tir,1,tir
5495,uwaga,1,Attention
5496,brak biedy,1,no poverty
5497,trawnik,1,lawn
5498,rośliny,1,plants
5499,Plac zabw,1,Safety square
5500,Stachu kontener dom,1,Stachu container house
5503,kaczki,1,ducks
5504,ryby,1,fish
5505,Błoto,1,Mud
5506,Antoni,1,Antoni
5507,Harmonijka,1,Harmonica
5508,cichy lowca,1,silent hunter
5509,pomost,1,bridge
5510,nie kąpiemy się,1,we don't bathe
5511,Grajek,1,Musician
5513,Cyganka,1,Cyganka
5514,jessica,1,jessica
5516,Piekarnia na Bema,1,Bakery on Bema Street
5517,PolishLody na Bema nie,1,EnglishNo ice cream on Bem
5520,Przychodnia na Pabianickiej,1,Clinic on Pabianicka Street
5521,Poczta na rynku,1,Post office in the market square
5524,Przychodnia PCZ Sienkiewicza58,1,PCZ Sienkiewicza clinic58
5525,Taxi,1,Taxi
5528,kolejka,1,queue
5529,zagadka,1,riddle
5537,Interview,1,Interview
5542,woda,1,water
5544,Valerian Dominikanska,1,Valerian Dominican
5546,dzieci,1,kids
5547,gołębie,1,squab
5550,galeria domikanska,1,galeria domikanska
5552,Brama Oławska,1,Oława Gate
5553,miniatury,1,miniatures
5555,Szum,1,Noise
5557,Pakunek,1,Package
5558,ziemią a drzewem,1,earth and tree
5559,Lodz,1,Lodz
5560,drobiowa watrobka,1,chicken liver
5563,Sat,1,Sat
5564,Winda,1,lost
5566,Gorące paczki,1,Hot packs
5567,Hotel Monopol,1,Hotel Monopol
5568,Opera wrocławska,1,Wrocław Opera
5569,Promenada Staromiejska,1,Promenade Staromiejska
5570,Narodowe Forum Muzyki,1,National Music Forum
5571,Muzeun,1,MUSEUM
5572,Restauracja jedzenie,1,Restaurant food
5573,Dworzec Główny PKP,1,Main Railway Station
5574,Dworzec PKS tymczasowy,1,Temporary bus station
5575,Zakład Wodociągów Nowa-Ruda,1,Nowa-Ruda Waterworks Plant
5576,BricoMarche Nowa-Ruda-Słupiec,1,BricoMarche Nowa-Ruda-Słupiec
5577,Mienice miejsce-na-ognisko,1,Mienice place-for-a-bonfire
5579,street musician,1,street musician
5580,Gwizdanie,1,Whistling
5581,poezja,1,poetry
5582,spotkania autorskie,1,author meetings
5583,Frytki,1,Fries
5586,Punkt spotkania,1,Meeting point
5588,Pieśniarze,1,Singers
5589,piosenka autorska,1,original song
5591,Meksyk,1,Mexico
5593,Galeria Dominikanska,1,Galeria Dominicana
5594,Tosty,1,Toast
5596,rurki,1,tubes
5597,lodziarnia,1,ice cream shop
5598,lato,1,lato
5601,Urząd miasta,1,City Hall
5603,Bar witek,1,Bar witek
5604,Księgarnia,1,Bookstore
5606,Przystań,1,Harbor
5607,Most zakochanych,1,Bridge of lovers
5608,Centrum wolontariatu,1,Volunteer center
5611,Kantor,1,Kantor
5612,tanio,1,cheaply
5613,restauracja,1,restaurant
5615,Kalambur,1,Kalambur
5616,Impreza,1,Impreza
5617,srodmiescie,1,downtown
5618,pozdrawiam,1,Regards
5620,sueño,1,dream
5623,kroki,1,steps
5624,kamien,1,Kamien
5625,cumowanie,1,mooring
5626,Xawery Dunikowski,1,Xawery Dunikowski
5628,Wzgorze polski,1,Polish hill
5629,Rzezby ptaki,1,Bird sculptures
5630,Muzeum,1,Museum
5631,bluszcz,1,ivy
5632,Dab wolnosci,1,Freedom oak
5633,Przejscie przez ulice,1,Crossing the streets
5634,Kamiennogórska,1,Kamienna Góra
5635,Pasy,1,Belts
5636,dobiegniew,1,dobiegniew
5638,atrakcje,1,attractions
5639,galerie sztuki,1,art galleries
5641,Konferencja,1,Conference
5642,plac Dominikański,1,Dominikański Square
5643,kościół św. Wojciecha,1,church of st. Wojciech
5645,Tag inicial,1,Home Tag
5646,disaster,1,disaster
5657,enregistrament,1,recording
5662,Edifici històric,1,Historic building
5663,Presentació,1,presentation
5664,quickoff,1,quickoff
5668,salablu,1,salablu
5674,mapatactil,1,touchable
5675,wayfindin,1,wayfindin
5680,Pescivendolo,1,Fishmonger
5682,Gruppo anziani,1,Elderly group
5683,Fonderia,1,Foundry
5684,bronzo,1,bronze
5687,devozione,1,devotion
5688,religione,1,religion
5691,seconda guerra mondiale,1,Second World War
5693,Sfollati di Pola,1,Displaced people from Pula
5694,caserma,1,barracks
5700,Battello 5,1,Boat 5
5701,linee guida,1,guidelines
5704,pescado,1,fish
5705,verduras,1,vegetables
5706,Ca' Dario,1,Ca' Dario
5708,poeti,1,poets
5709,Punta Dogana,1,Punta Customs
5710,paesaggi,1,landscapes
5711,orizzonti,1,horizons
5715,Wykop,1,Excavation
5716,Mori,1,Mori
5717,rioba,1,rioba
5721,Casa del Tintoretto,1,Tintoretto's house
5724,porticato,1,porch
5746,Cassette postali,1,Mailboxes
5749,querini stampalia,1,querini stampalia
5751,Libreria acqua alta,1,High water library
5757,multietnicità,1,multiethnicity
5758,Pianoforte,1,Pianoforte
5765,puzza,1,stink
5774,tristezza,1,sadness
5778,Puro,1,Pure
5779,peste,1,fish
5780,tabaco,1,tobacco
5782,Villa Heriot,1,Villa Heriot
5783,Centri civici,1,Civic centers
5784,Rio terrà,1,Rio will hold
5785,Percorso tattile,1,Tactile path
5790,organo,1,organo
5794,corde,1,rope
5796,bagni publici,1,public baths
5797,follia,1,follia
5803,eliche,1,propellers
5805,percorsi tattili inaccessibili,1,inaccessible tactile paths
5809,Santuario,1,Sanctuary
5810,tazzine,1,cups
5811,campanello,1,doorbell
5812,giocattolo,1,toy
5813,spostarsi,1,move
5815,vetrina,1,dispay window
5816,Gondolieri,1,Gondolieri
5818,Borse,1,Purses
5819,cuoio,1,leather
5820,Provare,1,Try
5821,Impressioni,1,Impressions
5822,Salmastro,1,Salty
5825,Parrucca,1,Wig
5826,microfono,1,microphone
5827,peloso,1,hairy
5828,ospedalw,1,hospitalw
5830,Antony,1,Antony
5832,Leggenda,1,Legend
5833,leggenda veneziana,1,Venetian legend
5834,venezia oscura,1,dark Venice
5835,Serenissima,1,Very serene
5837,conzafelsi,1,conzafelsi
5838,scuola di San Marco,1,San Marco school
5842,portone,1,door
5846,bellezza,1,beauty
5847,Hare Krishna,1,Hare Krishna
5848,danze,1,dances
5849,Gressan,1,Gressan
5853,Ferrovvia,1,Railway
5857,carrello,1,cart
5858,conad,1,conad
5860,Posizione,1,Position
5865,dialetto,1,dialect
5867,ambulanti,1,clinics
5868,Area di sosta,1,Rest area
5869,San Giacometo,1,Saint James
5871,punto di interesse,1,point of interest
5872,guerra,1,guerra
5873,memorie,1,memory
5889,glicine,1,wisteria
5891,marin faliero,1,marin faliero
5892,colleoni,1,colleoni
5893,Battello 4.1,1,Boat 4.1
5895,passerelle,1,gateway
5896,Foto,1,Photo
5897,Bottega.forcole.remi#,1,Shop.forcole.remi#
5899,station,1,station
5910,Antiquariato,1,Antiques
5911,terrazze,1,terraces
5918,ringhiera,1,railing
5923,Corderie,1,Ropemaking
5928,cautelat,1,cautions
5931,trolley,1,trolley
5935,materiale,1,material
5939,strada nuova,1,new road
5943,Frenesia,1,Frenzy
5944,accenti,1,accents
5945,Monopattino,1,Scooter
5946,Soffritto,1,Fried
5947,fegato,1,liver
5948,Auditorium,1,Auditorium
5950,Canto,1,Canto
5952,Progetto blind.wiki,1,blind.wiki project
5953,Laguna sud,1,South lagoon
5957,Cantieri,1,Construction sites
5958,Varo,1,Precautionary
5961,fiera,1,fair
5966,Rialto mercato,1,Rialto market
5976,colombi,1,pigeons
5979,bucato,1,laundry
5982,ponti multidirezionali,1,multidirectional bridges
5983,Museo della music,1,Music Museum
5986,benvenuti,1,welcome
5987,Porta arsenale,1,Arsenal door
5988,suono campane,1,I ring bells
5989,sculture in rilievo,1,relief sculptures
5995,gondola col tetto,1,gondola with roof
5996,gondole,1,gondola
5999,pericolo mella strada,1,danger on the road
6001,angolo,1,corner
6002,scultura tattile,1,tactile sculpture
6003,odore di fritto,1,fried smell
6004,bambino urlante,1,screaming child
6005,prima,1,prima
6006,Campanella,1,Campanella
6007,duomo,1,duomo
6008,murano,1,murano
6009,Vociare,1,Voicing
6010,Osmiza,1,osmiza
6011,serata primaverile,1,spring evening
6013,Nova versio,1,New version
6014,associazione,1,association
6015,uici,1,uici
6020,pasticcerie,1,pastry shops
6021,Parapetto,1,Parapet
6022,Fiori,1,Fiori
6023,fiorai,1,florists
6024,fonrana,1,face
6029,Decorazioni,1,Decorations
6031,iscrizione,1,registration
6032,chiesa dei frari,1,Frari church
6036,San tomà,1,San Tomà
6037,percorso pedotattile,1,pedotactile path
6040,biblioteca tolentini,1,Tolentini library
6047,sanrocco,1,sanrocco
6053,curve,1,curve
6054,Trave sollevata,1,Beam raised
6056,Bracarizi,1,Hugs
6060,vita notturna,1,nightlife
6062,terrazze esterne,1,outdoor terraces
6064,noia,1,noia
6065,attese,1,waits
6066,Canti,1,You sing
6067,gruppo,1,group
6070,ferro,1,ferro
6071,scalino,1,step
6072,silenzi,1,silences
6073,calli vuote,1,empty calluses
6074,parallele,1,parallel
6075,pipì,1,pee
6078,sedie,1,seats
6080,Direzioni,1,Directions
6083,san pantalon,1,where is pants
6084,porte,1,porte
6089,lampioni,1,street lamps
6091,oggetti,1,objects
6092,abbandonati,1,abandoned
6094,ombra,1,shadow
6096,Cestino,1,Basket
6097,lampione,1,street lamp
6098,Percorsi,1,Routes
6100,vetrine,1,shop windows
6101,ambiguità,1,ambiguity
6102,fastidii,1,disgust
6106,estintore,1,Fire extinguisher
6107,riflessi,1,reflexes
6108,Multi direzionali,1,Multi directional
6110,san agostin,1,san agostin
6112,ristorante due colonne,1,two column restaurant
6115,Vintage shop,1,Vintage shop
6117,Architetture,1,Architectures
6118,Locanda Fiore,1,Locanda Fiore
6120,Carabinieri,1,Carabinieri
6123,Telefoni,1,Telephone
6127,Tattili,1,Tactile
6129,Storie,1,Stories
6132,multidirezionalità,1,multidirectionality
6134,barriere,1,barriers
6135,Banche,1,Banks
6136,Moli,1,Lights
6140,Traghetto,1,Ferry
6142,Porticati,1,Porticoes
6146,visivo,1,visual
6149,studio di tatuaggi,1,tattoo studio
6150,ronzio,1,buzz
6151,macchinetta,1,machine
6156,lamenti,1,moans
6161,muretto,1,wall
6162,carrers per tothom,1,streets for everyone
6165,basilica frari,1,frari basilica
6167,Stazione biglietteria,1,Ticket station
6169,Palazzo Mocenigo,1,Mocenigo Palace
6170,basilica,1,basilica
6171,loggia dei cavalli,1,horse lodge
6172,motosega,1,chainsaw
6176,Coffee breakfast bar,1,Coffee breakfast bar
6178,university,1,university
6181,song,1,song
6182,nothing special,1,nothing special
6183,but good,1,but good
6184,car,1,car
6185,radio,1,radio
6186,yaas,1,yes
6187,riva degli schiavoni,1,Riva degli Schiavoni
6190,Chill,1,Chill
6191,giardini viale panchine,1,gardens avenue benches
6192,orari,1,times
6194,Vedute,1,Views
6200,spazi verdi,1,green spaces
6202,barriera,1,barrier
6203,Spiazzo verde,1,Green clearing
6204,cestini,1,baskets
6205,Cane,1,Cane
6213,veneto,1,veneto
6215,corte interna,1,internal cut
6220,morta,1,dead
6225,tavoli esterni,1,outdoor tables
6227,serre,1,tight
6229,balaustra,1,balustrade
6230,Farmacie,1,Pharmacy
6232,pericolo altezza,1,height danger
6233,pericolo acqua 10 metri,1,water danger 10 meters
6234,assesorato,1,assessor
6235,comune Venezia,1,municipality of Venice
6236,balconcino,1,balcony
6238,madonna,1,madonna
6239,altarino,1,altar
6241,muro mattoni,1,brick wall
6245,creazioni,1,creations
6246,umano,1,allegedly
6251,istituti,1,institutes
6254,CaFoscari,1,CaFoscari
6257,pozzo al centro,1,well in the center
6260,merci,1,merci
6261,cancello,1,gate
6264,pranzo,1,lunch
6269,folla,1,folla
6271,sicurezze,1,securities
6273,sede di ca' foscari,1,headquarters of Ca' Foscari
6274,liceo classico,1,classical high school
6278,attenzione scalini,1,be careful of the steps
6279,Cicchetti,1,Cicchetti
6282,museo ca' rezzonico,1,ca' rezzonico museum
6284,Muretti,1,Walls
6286,S.Barnaba,1,S. Barnabas
6289,Telefono,1,Telephone
6290,telefono pubblico,1,public telephone
6291,tasti,1,keys
6292,anni 90,1,90s
6293,Toletta,1,Toilet
6296,dolci,1,sweets
6297,take away,1,take away
6298,giocare,1,play
6300,rio nuovo,1,new river
6301,dorsoduro,1,hardback
6302,san barnaba,1,Saint Barnaba
6304,verde,1,verde
6305,foglie,1,leaves
6306,San Geremia,1,Saint Jeremiah
6307,Skyline,1,Skyline
6310,san benetto,1,Saint Benedict
6311,Palazzo,1,Palazzo
6313,sanbenetto,1,sanbenetto
6314,santo stefano,1,Boxing Day
6318,conservatorio,1,conservatory
6319,Rio terà,1,Rio will be
6320,ramo,1,branch
6321,Periferia,1,Outskirts
6323,pisani,1,pisani
6325,Tags,1,Tags
6327,randomtag,1,random tag
6328,addedtag,1,addedtag
6330,Spazio verde,1,Green space
6333,confine,1,confine
6334,pittoresco,1,picturesque
6335,vita quotidiana,1,daily life
6336,Forni,1,Ovens
6338,info,1,info
6345,Restauro,1,Restoration
6347,Fontadamenta,1,foundation
6349,fondazione,1,foundation
6350,Dornbusch,1,Dornbusch
6351,Bäckerei,1,bakery
6352,HessischerRundfunk,1,HessischerRundfunk
6353,HR,1,HR
6355,veneziani,1,Venetians
6356,Garibaldi,1,Garibaldi
6357,tartarughe,1,turtles
6358,Erba fresca,1,Fresh grass
6359,erba tagliata,1,cut grass
6360,panni stesi,1,clothes hanging
6361,racconto,1,tale
6362,margherite,1,daisies
6363,burloni,1,pranksters
6364,mamme,1,mothers
6365,dolcezza,1,sweetness
6367,Scalea,1,Scalea
6370,hangdrum,1,hangdrum
6371,musicisti,1,musicians
6374,Illustrations,1,Illustrations
6375,esposizioni,1,exhibitions
6377,Crocefisso,1,Crucifix
6379,vino,1,vino
6380,dentista,1,dentist
6381,collegio,1,college
6382,concerti,1,concerts
6383,patronato,1,patronage
6384,facciata,1,facade
6385,Residenze,1,Residences
6386,camini,1,fireplaces
6387,copisteria,1,copy shop
6388,aule,1,classrooms
6389,Carceri,1,Prisons
6391,vertigini,1,dizziness
6392,Bimari,1,Illness
6393,Amicizie,1,Friendships
6395,passi,1,steps
6396,gatti,1,gatti
6397,deposito,1,deposit
6398,Area,1,Area
6400,vie alternative,1,vie alternative
6401,enoteche,1,wine bars
6402,pontile,1,pier
6404,Mestre,1,Teacher
6405,Arpa,1,Arpa
6407,Feltrinelli,1,Feltrinelli
6408,dischi,1,discs
6409,Isole,1,Islands
6412,TreOci ,1,TreOci
6414,Piscina sacca fisola,1,Fisola bag swimming pool
6415,Prato,1,Prato
6416,Prat,1,Prat
6417,Prado,1,Prado
6419,Camp de futbol,1,soccer camp
6420,daisy,1,daisy
6422,painting,1,painting
6423,Paintings,1,Paintings
6426,terrace,1,terrace
6427,leone,1,leone
6430,Boat,1,Boat
6431,sound,1,sound
6432,Building,1,Building
6433,colour,1,colour
6434,families,1,families
6435,children,1,children
6436,cat,1,cat
6437,Bow,1,Bow
6438,Venice,1,Venice
6439,Aperitivo,1,Aperitif
6440,feast,1,feast
6441,plague,1,plague
6442,Palladio,1,Palladio
6443,Labirinto,1,Maze
6444,perdersi,1,get lost
6445,fritto,1,fried
6446,pollini,1,pollen
6448,distanza,1,distance
6450,Bar carizzi,1,Nice bar
6454,svago,1,leisure
6455,Gufo,1,Owl
6456,Vw,1,Vw
6460,campo da basket,1,basketball court
6461,scivolo,1,slide
6462,altalena,1,swing
6463,panchina,1,bench
6467,militari,1,military
6468,erba alta,1,tall grass
6470,Cani,1,Dogs
6472,Ambienti notturni,1,Nocturnal environments
6473,Edificio,1,Building
6474,Stadio,1,Stadio
6475,Superfici,1,Surfaces
6476,Hotel San Elena,1,Hotel San Elena
6478,dormiente,1,sleeper
6479,attracco,1,docking
6480,first aid,1,first aid
6481,Kit pronto soccorso,1,First aid kit
6482,Navi da crociera,1,Cruise ships
6484,Porti,1,Ports
6485,Crociera,1,Cruise
6486,Disturbo,1,I disturb
6487,agevolazioni,1,concessions
6488,chiaro di luna,1,moonlight
6491,spazi,1,spaces
6492,Animali notturni,1,Nocturnal animals
6493,versi,1,version
6494,sacafisola,1,sacafisola
6496,sacca fisola,1,fisola bag
6497,tranquilla,1,Calm
6500,Ilton,1,Ilton
6501,mulino Stucchi,1,Stucchi mill
6502,Distributore,1,Distributor
6503,nave da crociera,1,cruise ship
6504,Chiostri,1,Cloisters
6506,Waterford Ireland River,1,Waterford Ireland River
6507,Attraversamento pedonale,1,Pedestrian crossing
6508,Pitura freska,1,Pitura fresco
6509,Furio,1,Fury
6510,reggae,1,reggae
6511,Magazzino,1,Warehouse
6512,San Basilio,1,San Basilio
6513,Hola,1,Hello
6515,tester,1,tester
6516,prova2,1,prova2
6517,disaster2,1,disaster2
6518,testeig,1,witness
6519,tag2,1,tags 2
6520,Prova abdroid,1,Prova abdroid
6522,WAV,1,WAV
6523,EditarTags,1,EditarTags
6524,Currywurst,1,Currywurst
6525,Pikant,1,Spicy
6526,Pinacoteca Ravenna,1,Ravenna Art Gallery
6527,Tolentini,1,Tolentini
6529,lavanderia,1,laundry
6530,cartolibreria,1,stationery bookshop
6531,tabaccaio,1,tobacconist
6534,Barbiere,1,Barber
6535,fast food,1,fast food
6536,affollato,1,crowded
6537,Svincolo,1,Release
6538,stucchi,1,stucco
6539,affreschi,1,frescoes
6541,dipinti,1,paintings
6544,attraversamento,1,crossing
6546,Sala,1,Sala
6547,Attraversamenti,1,Crossings
6548,percorsi podotattili,1,podotactile paths
6549,passaggio pedonale,1,pedestrian crossing
6550,siepi,1,hedges
6553,ombrelloni,1,umbrellas
6554,Money,1,Money
6555,Sentiero,1,Path
6556,Blue moon,1,Blue moon
6557,bagno,1,bath
6558,tribune,1,tribune
6559,gradoni,1,steps
6560,Defibrillatore,1,Defibrillator
6561,fermate,1,stops
6562,Grand Hotel Des Bains,1,Grand Hotel Des Bains
6563,Morte a Venezia,1,Death in Venice
6564,Death in Venice,1,Death in Venice
6565,Fermate autobus,1,Bus stops
6566,Paesaggio,1,Landscape
6567,rumore,1,noise
6568,onde,1,where
6569,Acquazzone,1,Downpour
6570,temporale estivo,1,summer storm
6571,riparo,1,shelter
6572,portici,1,porches
6573,gelateria,1,ice cream shop
6574,Mercatino,1,Market
6575,usato,1,used
6576,antiquario,1,antique dealer
6577,spese,1,expenses
6578,compere,1,shopping
6579,fisarmonica,1,accordion
6580,Posacenere,1,Ashtray
6581,sigaretta,1,cigarette
6582,cura,1,treatment
6583,Punta della Dogana,1,Punta della Dogana
6584,Gioco,1,Game
6585,serrature,1,locks
6587,bicchieri,1,glasses
6588,aperitivi,1,aperitifs
6589,fritto di mare,1,fried seafood
6590,stuzzichini,1,appetizers
6591,cioccolata,1,chocolate
6592,frittelle,1,fritters
6593,poste italiane,1,Italian post office
6594,alimentari,1,food
6595,tabacchino,1,tobacconist
6597,Aiuola,1,Flowerbed
6598,gioia,1,gioia
6599,doposcuola,1,after school
6600,piove,1,rains
6601,Espositori mobili,1,Mobile displays
6602,jw.org,1,jw.org
6604,Erfurt,1,Erfurt
6605,esplanada de gespa,1,gespa esplanade
6606,Isoloto,1,Isolate
6608,rio de malcanton,1,malcanton river
6609,Campiello mosca,1,Campiello fly
6610,erba,1,four
6611,piedra,1,piedra
6612,pasos,1,steps
6613,pavellonestadosunidos,1,united states pavilions
6614,Padiglionebelgio,1,Belgian Pavilion
6615,pavellon,1,pavellon
6616,eeuu,1,USA
6617,Padiglionecentrale,1,Central Pavilion
6620,pedres,1,stones
6621,eeuu>Israel,1,usa>Israel
6622,bookshop,1,bookshop
6623,gadget,1,gadget
6624,disabili,1,disabled
6625,Sassi,1,Stones
6626,suono,1,sound
6627,cammino,1,I walk
6628,percorribile,1,passable
6629,Israele,1,Israel
6630,Ristoro,1,Refreshment
6633,comunicato stampa,1,press release
6634,juan calzadilla,1,juan calzadilla
6635,disegni,1,drawings
6637,francia,1,France
6638,cemento,1,cement
6639,convivenza,1,coexistence
6640,rusian,1,Russian
6641,pavilion,1,pavilion
6642,safety,1,safety
6643,trieste,1,trieste
6644,vent,1,vent
6645,Carrer ample,1,wide street
6646,obres,1,works
6647,edificio historico,1,historic building
6650,table,1,table
6652,Ambientr sonoro,1,Sound atmosphere
6656,cicale,1,cicadas
6657,nit,1,nit
6658,Free Wi Fi,1,Free Wi Fi
6659,Helicopter,1,Helicopter
6660,Wassenberg,1,Wassenberg
6661,wohnzimmer,1,living room
6662,ausruhen,1,relax
6663,Fernsehen gucken,1,watch TV
6672,Muros de piedra,1,stone walls
6673,alambres,1,wires
6674,Caminos,1,Paths
6675,carreteras,1,roads
6677,socavones,1,sinkholes
6679,reverberación,1,reverberation
6681,Paso de cebra,1,Zebra crossing
6682,barandillas,1,railings
6683,Turbos metal,1,Turbos metal
6684,Muros,1,Walls
6688,rejas,1,bars
6689,路很小,1,The road is very small
6691,Aceras anchas,1,wide sidewalks
6692,很危險,1,很危險
6693,autos,1,autos
6694,車子多,1,車子多
6695,Aparcamientos,1,Parking
6696,路況,1,路況
6697,停車場，出入口,1,停車場，出入口
6700,Casa azul,1,blue house
6701,paredes,1,paredes
6702,Motos subiendo cuesta,1,Motorcycles going uphill
6711,hierro,1,hierro
6712,Ayuntamiento,1,City hall
6714,sonidos ambientes,1,ambient sounds
6716,peluquerías,1,hairdressers
6718,niñxs,1,niñxs
6719,Contenedores,1,Containers
6720,Tecturas,1,Roofs
6722,Farola,1,street lamp
6723,Reciclwta,1,Recycle
6725,Somos,1,We are
6726,Vidas,1,Lives
6729,Auguri,1,Congratulations
6731,Aldgate underground,1,Aldgate underground
6732,Minorías EC3,1,EC3 Minorities
6733,Tower Gateway DLR Station,1,Tower Gateway DLR Station
6734,Tower Gateway underground,1,Tower Gateway underground
6735,Great Tower Street,1,Great Tower Street
6736,Monument underground station,1,Monument underground station
6737,Frenchurch street,1,Frenchurch street
6738,Leadenhall market,1,Leadenhall market
6739,Liverpool Street Station,1,Liverpool Street Station
6740,Spitalfields market,1,Spitalfields market
6741,Petticoat lane,1,Petticoat lane
6742,Toynbee Hall,1,Toynbee Hall
6743,More London,1,More London
6745,hermitage,1,hermitage
6746,lectures,1,lectures
6750,german,1,german
6751,Bahnhof,1,Railroad station
6752,Zug,1,Zug
6753,Deutsch,1,Deutsch
6754,bühlstr,1,bühlstr
6755,crossing,1,crossing
6756,Rumor,1,Rumor
6757,Мы находимся так было тоже самое набирай раз-два-три раз-два-три,1,"We are here, it was the same thing, dial one-two-three one-two-three"
6758,Qwe,1,What
6759,Fondazione Benetton,1,Benetton Foundation
6760,Museum,1,Museum
6761,Berlin,1,Berlin
6762,Skulptur,1,Sculpture
6763,Altstadt,1,Old town
6768,嗯这有一个自行车,1,Well there's a bicycle
6782,Jardín botánico,1,Botanical garden
6791,aula,1,classroom
6800,tinglados,1,listen
6801,Atardecer,1,Sunset
6803,patinaje,1,skating
6805,banda,1,banda
6806,Cante,1,Sing
6807,flamenco,1,flamenco
6808,bulerías,1,bulerías
6811,Marina,1,Marina
6812,lloros,1,parrots
6815,Banderes,1,flags
6823,Les arenas,1,The sands
6831,susurros,1,whispers
6832,compañía,1,company
6836,Bienestar,1,Welfare
6837,pescaderia,1,fish market
6838,Agradable,1,Pleasant
6839,sensaciones,1,sensations
6841,amplitud,1,amplitude
6845,Tacto,1,Touch
6850,Zona de juegos,1,play area
6851,DrLluch,1,Drill
6852,Restos,1,Remains
6856,Campo de fútbol,1,soccer field
6858,escucha,1,listen
6864,Torrent,1,Torrent
6867,historia de Valencia,1,history of Valencia
6869,maquinaria,1,machinery
6871,salvado,1,bran
6872,Museo arroz,1,Rice Museum
6873,sonidos,1,sounds
6877,obrador,1,workshop
6878,coca de llanda,1,country cake
6880,Teatre el Musical,1,Musical Theater
6881,Guitarra,1,Guitar
6889,Helat,1,Helat
6891,veins,1,veins
6892,Veins associacio,1,Winds association
6893,Vains,1,Vain
6895,Escritor,1,Writer
6896,Museo Blasco Ibañez,1,Blasco Ibañez Museum
6897,Casas del Cabanyal,1,Houses of Cabanyal
6898,trencadís,1,broken
6904,inicio de ruta,1,start of route
6906,edificios,1,buildings
6907,gentrificación,1,gentrification
6908,Contrabando,1,Smuggling
6909,historias del Cabanyal,1,stories from Cabanyal
6916,contreras,1,contreras
6926,cítricos,1,citrus
6927,jardín botáncio,1,botanical garden
6930,tórtolas,1,doves
6933,músicos,1,musicians
6934,árboles monumentales,1,monumental trees
6935,croquetas,1,croquettes
6936,selva,1,selva
6937,cara del moro,1,dear of the Moor
6938,pòrticos,1,porches
6940,animación,1,animation
6941,alerta,1,alert
6942,sillas,1,chairs
6943,mesas,1,mesas
6944,penumbra,1,penumbra
6946,vida,1,life
6951,mercat central,1,central market
6957,Atarazanas,1,Shipyards
6958,exposición,1,exhibition
6960,espacio,1,space
6967,cocina de bar,1,bar kitchen
6968,chaflán,1,chamfer
6969,Conversaciones,1,Conversations
6971,Casita verde,1,Green house
6972,pequeña,1,small
6973,reformas,1,reforms
6975,Casa verde,1,green house
6976,Museo Muving,1,Museo Muving
6977,historia del barrio Velluter,1,history of the Velluter neighborhood
6978,Recuerdos,1,Memories
6980,juego,1,game
6984,Ruina,1,Ruin
6985,pedazos,1,pieces
6986,trozos,1,pieces
6987,El capítulet,1,The chapter
6988,En el moving Jardín es,1,In the moving garden it is
6989,Capilla del Capitulet,1,Capitulet Chapel
6990,Iglesia de Santa Lucía,1,Church of Saint Lucia
6991,Palacio de la ceda,1,ceda palace
6992,Estación del Norte,1,North Station
6993,valencia,1,valencia
6995,pistas deportivas,1,sports courts
6996,cruce con carril bicis,1,intersection with bike lane
6997,carriles de coches,1,car lanes
6998,cruce con carril bici,1,crossing with bike lane
6999,y carriles de coches,1,and car lanes
7000,semáforo mal ubicado,1,poorly located traffic light
7001,accesibilidad,1,accessibility
7002,zona peatonal,1,pedestrian zone
7004,velero,1,sailboat
7006,fuera Puerto de Valencia,1,outside Port of Valencia
7007,a bordo del Albert,1,aboard the Albert
7010,tercera parte,1,third
7012,golosinas,1,candies
7013,compras,1,shopping
7015,Lonja,1,Slice
7016,viveros,1,nurseries
7017,Primer hospital,1,Primer hospital
7018,fundado,1,founded
7019,En Valencia,1,In Valencia
7021,Historia hospital antiguo,1,Old hospital history
7022,Primera,1,First
7023,origin,1,origin
7026,puente,1,puente
7028,barrio,1,barrio
7029,tapeado,1,taped
7030,Agujero,1,Hole
7031,impedimento,1,impediment
7032,urbanismo,1,urbanism
7033,maraña,1,tangle
7034,territorio abandonado,1,abandoned territory
7035,Murales,1,Murals
7036,casas,1,casas
7037,Lanzadora,1,Launcher
7038,típico,1,typical
7039,San Vicente de la roqueta,1,San Vicente de la Roqueta
7043,Mislata,1,Mislata
7047,palmera antigua,1,ancient palm tree
7049,cúpula del museo,1,museum dome
7051,cauce del río,1,riverbed
7054,Parque central,1,central park
7055,aspecto general,1,general appearance
7057,falso peatonal,1,false pedestrian
7059,rius,1,rivers
7060,monopatines,1,monopatines
7061,animales,1,animals
7062,barcos,1,boats
7063,patrimonio,1,heritage
7064,paseantes,1,walkers
7065,asociaciones,1,associations
7066,aglomeración,1,agglomeration
7067,Helados,1,Ice cream
7068,colores,1,colors
7069,Graffitis,1,Graffiti
7070,Adolescentes,1,Teenagers
7071,Árbol,1,Tree
7072,paraíso,1,paradise
7074,La muralla árabe,1,The Arab wall
7075,la muralla cristiana,1,the christian wall
7076,colegio escolapios,1,piarist school
7078,puerta muralla cristiana,1,christian wall door
7080,defensa,1,defense
7081,Torres de Quart,1,Torres de Quart
7084,Botánico primera parte,1,Botanical part one
7085,Botánico,1,Botanical
7086,jardín,1,garden
7087,Centro comercial,1,Mall
