id,tag,count,cluster,supertag,x,y,original_supertag
5661,gretapower,2,52,Platform,9.331877,6.398199,Platforms
6721,Plant,2,10,Garden,9.940414,0.59460866,Garden
5220,Galway,2,7,Bar,10.353853,1.2219194,Bar
7130,Short hortlarge,2,68,Miscellaneous,8.575261,3.0169015,Paschal
5633,Passage through the streets,2,32,Sidewalk,4.1952586,9.341067,Sidewalks
6876,Oven,2,7,Bar,11.018351,1.4572247,Bar
6133,riva,2,74,Miscellaneous,8.09092,2.1303127,Archi
6449,pool,2,1,Water,3.8339324,3.0283616,Water
6052,platches,2,8,Restaurant,11.857855,1.8549148,Restaurant
6632,Venezuela,2,72,Christianity,6.5721607,1.5278347,San
5594,Toast,2,8,Restaurant,11.3217,1.4838235,Restaurant
6378,court,2,23,Game,4.23026,4.82175,Game
5971,pesce,2,12,Fish,11.450366,2.475527,Pesce
6676,earrings,2,15,Blind,7.893861,8.211709,Vision
6710,incivic,2,68,Miscellaneous,8.436111,2.7891634,Paschal
6259,navi,2,65,Miscellaneous,9.333777,3.3707366,Sole
6545,Environmental description,2,30,Open space,7.0249534,4.233052,Open
6952,interview,2,42,Interview,11.186329,6.295497,Interview
5609,Rustling,2,66,Miscellaneous,8.760965,3.7876382,Parapet
7893,Pedestrian street,2,32,Sidewalk,4.1525726,9.361942,Sidewalks
6791,classroom,2,40,University,10.839989,7.8464026,Humboldt
7219,Rota Blindwiw,2,15,Blind,8.433316,8.76611,Vision
5417,Hole in the pavement,2,53,Well,7.1414113,6.19186,Wells
5221,NCBI,2,62,Miscellaneous,8.209728,3.733854,Hhbb
5059,BB9,2,62,Miscellaneous,8.149566,3.7487576,Hhbb
6489,Utilities,2,52,Platform,9.13116,6.363336,Platforms
6095,San Rocco School,2,61,Sights,7.2320876,-0.028666127,Piazza_61
6332,Job,2,55,Machine,7.7226205,5.7868953,Machine
5881,dark,2,14,Night,4.109003,6.7668934,Night
7943,Route of the waterfalls,2,24,Trail,7.0320134,8.692456,Loges
5956,tradition,2,67,History,10.176742,4.5861526,Temporary
6209,manholes,2,53,Well,7.1451297,6.122845,Wells
7524,holes,2,53,Well,7.1462545,6.0990777,Wells
7954,tactile,2,50,Tactile,7.414602,7.646087,Tactile
5623,steps,2,18,Steps,6.886733,9.394047,Steps
6122,tables,2,8,Restaurant,12.005895,1.9126793,Restaurant
7220,Anhangabaú,2,75,Yolei,8.373942,1.9925177,Yolei
5418,Church,2,60,Church,8.178865,-0.34125426,Iglesia
7602,Memorial America Latina,2,72,Christianity,6.4903107,1.5464554,San
6278,Attention steps,2,18,Steps,6.951925,9.328625,Steps
6826,Urban details,2,36,City,5.323796,3.5735168,Ciudad
7254,Application,2,52,Platform,9.15004,6.936414,Platforms
7458,Crafts at Paulista,2,48,Art,6.5413227,7.423473,Art
5074,Bier,2,7,Bar,10.525133,1.3041146,Bar
4969,#Precalecion #terraza #Bar #Cafeteria,2,8,Restaurant,11.851385,1.2488703,Restaurant
7754,Basalt,2,53,Well,6.9933085,6.1348186,Wells
7025,grass,2,10,Garden,10.166172,0.44028473,Garden
7514,Poor Juan,2,73,Walk,6.8788233,1.0574346,Paseo
5029,Hi Antoni we are here working a lot I Guess That Clear,2,73,Walk,7.022094,1.0962313,Paseo
7364,Bishop of the Rosary,2,60,Church,7.929531,-0.19606932,Iglesia
5175,selfies,2,47,Photography,6.8544383,7.602788,Photographs
5761,San Marco,2,61,Sights,7.23098,0.06116423,Piazza_61
7209,Rosewood,2,6,Tree,9.645302,0.08421019,Tree
5646,disaster,2,67,History,9.011776,4.9039764,Temporary
6345,Restoration,2,57,Hospital,8.33337,5.008977,Hospital
7481,app,2,52,Platform,9.141028,6.9624166,Platforms
7668,sp,2,65,Miscellaneous,9.199551,3.209256,Sole
5319,Franco,2,59,Italian culture,7.36307,0.7365079,Barcarizzi
7244,Cultural center,2,17,Culture,5.594015,7.4969516,Culture
5376,Food area,2,8,Restaurant,11.699915,1.4660906,Restaurant
5419,church,2,60,Church,8.142631,-0.3254932,Iglesia
6931,arena,2,23,Game,4.0078225,4.9276505,Game
7712,Rota,2,74,Miscellaneous,8.228022,2.331464,Archi
7638,Photographs,2,47,Photography,6.838828,7.5810785,Photographs
6197,Rest,2,2,Tranquillity,12.626794,3.3782432,Tranquillity
7459,street artist,2,48,Art,6.36964,7.422396,Art
6603,Place description,2,37,Village,5.6146803,3.7708538,Pueblos
8018,Monastery of Pedralbes,2,60,Church,7.782475,-0.21310079,Iglesia
5237,Pond,2,1,Water,3.7889357,2.9148128,Water
6212,Partisan,2,58,Politics,10.012532,5.625629,Incivility
7669,CAROLINA MARIA DE JESUS,2,60,Church,7.663391,0.06908698,Iglesia
7767,deficientevisual,2,67,History,8.995219,5.128691,Temporary
6749,Center of the travelers,2,25,Traveling,6.2122025,8.785396,Traveling
7745,Taste festival,2,8,Restaurant,11.42515,1.6637781,Restaurant
6124,Disabled access,2,51,Accessible,8.958554,7.398787,Accessible
5420,church,2,60,Church,8.126484,-0.31510144,Iglesia
6932,street music,2,5,Music,2.3189268,5.7729397,Music
5825,Wig,2,65,Miscellaneous,9.00599,3.5743647,Sole
5149,violin,2,5,Music,2.5705874,5.586397,Music
7967,Informative panel,2,41,Girls,10.637318,7.2891145,Girls
5501,Ladybird,2,11,Birds,10.950664,2.7210557,Birds
4619,accademia,2,40,University,11.009823,7.956586,Humboldt
7724,Testimony,2,70,Miscellaneous,11.013578,4.888142,Mislata
6771,Error,2,67,History,9.087395,5.0842147,Temporary
4676,localization,2,54,Multiple,8.109045,6.388728,Multidirectional
5637,supermarkets,2,45,Shop,6.2961955,5.681694,Shop
6881,Guitar,2,5,Music,2.4167314,5.708291,Music
4974,Job,2,55,Machine,7.72384,5.7639046,Machine
5310,Cabina telefo,2,52,Platform,8.864047,6.835107,Platforms
7946,attention,2,69,Miscellaneous,10.807934,5.8006186,Three
6153,plates,2,8,Restaurant,11.8803625,1.7847097,Restaurant
5697,Piazzale Roma,2,61,Sights,6.9010553,0.21705863,Piazza_61
6636,Nordic countries,2,28,German culture,7.1719713,3.2029288,Berlin
5164,Brandenburg Gate,2,28,German culture,6.925537,3.3424113,Berlin
7549,Oswaldo Cruz College,2,72,Christianity,6.3429756,1.3225578,San
5905,forest,2,6,Tree,9.646013,0.04697066,Tree
6714,Sounds environments,2,4,Ambient,1.7007605,5.198737,Ambient
5407,Lack of,2,67,History,9.318346,4.9404626,Temporary
4817,Italian forum,2,61,Sights,7.0129213,0.17587222,Piazza_61
6540,Casino,2,23,Game,4.0179577,5.011485,Game
7957,mountain,2,28,German culture,6.697884,3.5470984,Berlin
6959,paint,2,48,Art,6.547676,7.315471,Art
5050,Exhibition,2,16,Exhibition,10.032585,8.187847,Exhibition
6869,machinery,2,55,Machine,7.5745053,5.5595584,Machine
4959,Coca,2,9,Fruits,9.4412565,0.8004954,Fruits
5667,prosecco,2,59,Italian culture,7.4552975,0.6553398,Barcarizzi
5826,microphone,2,5,Music,1.7364401,5.845912,Music
6372,Water,2,1,Water,3.8306441,2.9733176,Water
6199,rides,2,21,Bicycle,5.2159777,8.868175,Bike
7201,Architecture,2,33,Architecture,5.5782585,4.1596003,Architecture
7758,trail,2,24,Trail,7.0256853,8.663434,Loges
5801,Fondaco Tedeschi,2,59,Italian culture,7.559356,0.7719513,Barcarizzi
5434,Field,2,23,Game,4.2123637,4.8399944,Game
6059,News kiosk,2,52,Platform,8.801288,6.642673,Platforms
5352,rest,2,2,Tranquillity,12.622193,3.3783333,Tranquillity
5090,Water tower,2,1,Water,3.827739,2.9314804,Water
5906,nightinvenice,2,14,Night,4.0721817,6.6358895,Night
7630,Museum of Contemporary Art of Sorocaba,2,72,Christianity,6.2597585,1.4311842,San
5051,Ping-pong,2,23,Game,3.9705517,4.961801,Game
7090,#truth #coverup #Q #elites,2,67,History,10.257163,4.5098233,Temporary
5379,Location,2,37,Village,5.5621495,3.7184527,Pueblos
8010,Swallow Park,2,26,Park,4.842031,4.7511125,Park
5105,defect,2,67,History,9.006309,4.906905,Temporary
5668,salablu,2,76,City,7.798731,1.8639106,Sorocaba
5422,Welcome,2,71,Hello,11.591224,4.422045,Hello
5338,Taxi stop,2,22,Railway,5.362342,10.0140085,Railway
6373,noise,2,4,Ambient,1.520202,5.0182705,Ambient
7969,Church of Rigolisa,2,60,Church,7.778684,-0.1204076,Iglesia
5503,duck,2,11,Birds,10.9526205,2.759862,Birds
7445,MOREIRA SALLES INSTITUTE,2,64,Brazilian culture,6.0668383,1.5832229,Brazil
4976,Fruit boxes,2,9,Fruits,9.432835,0.7957034,Fruits
5435,artificial surface,2,53,Well,7.4026003,6.570808,Wells
6947,voice,2,5,Music,1.6941043,5.8775964,Music
5353,drinking water,2,1,Water,3.903631,3.043615,Water
7884,"Square Well, I'm going to tell you good but there are people who will be better to write but right now it is disturbing me recognizing well is bothering the change but of course it is doing it now in real time this is connected to the server and in the T",1,52,Platform,9.110691,6.425345,Platforms
5369,curve,1,53,Well,6.937395,6.614945,Wells
7368,Renato alioti,1,59,Italian culture,7.4420924,0.6350409,Barcarizzi
5179,Berlin Wall,1,28,German culture,6.8786483,3.2602267,Berlin
6395,steps,1,18,Steps,6.8894367,9.3864355,Steps
7562,Displacement,1,54,Multiple,8.060149,6.469916,Multidirectional
7737,Lecture,1,40,University,10.789865,7.7760596,Humboldt
5282,Athletics clues,1,23,Game,4.09713,4.9331555,Game
7213,Art Concierge,1,48,Art,6.4256115,7.3949084,Art
6350,Dornbusch,1,28,German culture,7.339417,3.089901,Berlin
7672,miss,1,67,History,9.270314,5.022596,Temporary
6716,hairdressers,1,43,Toilette,7.2252545,5.1301823,Toilette
5411,yard,1,35,Terrace,6.340988,4.1796556,Terraces
7402,sao paulo good land,1,64,Brazilian culture,5.696863,1.7320573,Brazil
5216,blind,1,15,Blind,8.188161,8.651417,Vision
6434,families,1,39,Friends,10.187432,6.6928773,Friends
6617,Pavilioncentral,1,27,Fair,5.266729,5.26183,Carnevale
5324,lunch,1,8,Restaurant,11.904431,1.5887204,Restaurant
7333,Japanese garden,1,10,Garden,10.047638,0.5500965,Garden
5136,Brandenburgertor,1,28,German culture,6.9238553,3.2054148,Berlin
7248,socializing family,1,39,Friends,10.185354,6.6444354,Friends
6363,burloni,1,63,Joke,10.051871,3.8196552,Joke
5935,material,1,53,Well,7.472303,6.426392,Wells
7705,Immaculate Parish Church Conception,1,60,Church,8.169786,-0.35243142,Iglesia
6752,Zug,1,22,Railway,5.793069,10.43657,Railway
5448,Market hall,1,44,Market,5.919777,5.7782726,Market
6472,Night environments,1,14,Night,4.126622,6.654515,Night
6073,empty calls,1,67,History,9.270559,5.0504694,Temporary
5054,sit,1,2,Tranquillity,12.543299,3.3697038,Tranquillity
6649,Pluja; Tempesta; Pati Interior;,1,13,Rain,4.278483,6.05798,Rain
7176,Coco natural,1,9,Fruits,9.396627,0.71421653,Fruits
5617,downtown,1,36,City,5.3787017,3.661954,Ciudad
4656,headset,1,4,Ambient,1.8159399,5.478498,Ambient
6484,Port,1,0,Boats,3.6129303,1.9997463,Boats
6980,game,1,23,Game,3.9608774,5.032334,Game
7642,Missing little !!!,1,67,History,9.538942,4.9621286,Temporary
6661,living room,1,34,House,5.814409,4.846485,Japan
5629,Birds,1,11,Birds,10.9442625,2.745383,Birds
7814,Ladasmocascegas,1,76,City,7.968213,1.6538805,Sorocaba
6872,Rice Museum,1,19,Museum,5.5394588,6.977517,Museum
7091,Republicans,1,58,Politics,10.132503,5.73588,Incivility
7379,social exclusion,1,58,Politics,9.700092,5.710768,Incivility
6408,discs,1,53,Well,7.216819,6.438027,Wells
5999,danger of the road,1,31,Road,4.64152,9.597281,Roads
7573,High speed,1,55,Machine,7.873107,5.821546,Machine
7100,home,1,34,House,5.9249406,4.763783,Japan
6235,Municipality Venice,1,61,Sights,6.8645725,-0.043250505,Piazza_61
7748,Post Agency,1,52,Platform,8.921503,6.5369654,Platforms
6798,basket,1,44,Market,5.9132853,5.910006,Market
5784,Rio will hold,1,64,Brazilian culture,5.697577,1.7056074,Brazil
7830,candidates,1,58,Politics,10.136481,5.7684007,Incivility
6127,Tactile,1,50,Tactile,7.298333,7.5857344,Tactile
5302,Beer,1,7,Bar,10.505673,1.2631243,Bar
7304,Carlos #,1,73,Walk,6.903665,1.0158769,Paseo
8011,corner of the birds,1,11,Birds,10.901326,2.7784376,Birds
7225,TerraceamDrade,1,35,Terrace,6.2505684,4.1662602,Terraces
7938,"Parks
Bird
Wildlife",1,11,Birds,10.874658,2.7436686,Birds
6140,Ferry,1,0,Boats,3.7903855,1.835209,Boats
5423,Hello Tadeusz,1,28,German culture,7.3356943,3.295683,Berlin
6445,fried,1,8,Restaurant,11.497289,1.6774383,Restaurant
6047,sanrocco,1,61,Sights,7.249239,0.10850038,Piazza_61
6628,passable,1,51,Accessible,8.90934,7.4951415,Accessible
5589,author's song,1,38,Library,11.531242,6.8382654,Library
6284,Walls,1,49,Wall,7.7190037,6.9969416,Wall
5828,"Ospedalw
And civilian",1,67,History,9.753451,4.974362,Temporary
7059,rivers,1,1,Water,3.7133577,2.839112,Water
7345,Accessible jhsp,1,51,Accessible,9.031363,7.4030867,Accessible
7259,Blackberry tea,1,52,Platform,9.075544,6.846619,Platforms
6374,Illustrations,1,47,Photography,6.659597,7.4283724,Photographs
5950,Canto,1,73,Walk,7.1141315,1.317745,Paseo
7970,reading,1,38,Library,11.396116,7.041204,Library
5504,fish,1,12,Fish,11.466107,2.4743497,Pesce
7716,Construction of the World,1,33,Architecture,5.706972,4.2387514,Architecture
6763,Old town,1,37,Village,5.648788,3.7277973,Pueblos
5963,Registration test,1,3,Test,12.666828,5.5634103,Test
7552,Gabrielzinho Manos Crew,1,73,Walk,6.94243,1.1180849,Paseo
6573,ice cream shop,1,8,Restaurant,11.28509,1.6535467,Restaurant
5517,Polishlody on Bema no,1,74,Miscellaneous,8.3715315,2.5524142,Archi
7727,Look,1,70,Miscellaneous,11.165793,5.2130384,Mislata
5751,High water bookcase,1,38,Library,11.381842,7.167209,Library
4692,Market,1,44,Market,5.9492407,5.852046,Market
6497,Calm,1,2,Tranquillity,12.695424,3.5731335,Tranquillity
6101,ambiguity,1,67,History,10.084657,4.6395636,Temporary
5269,Kill blind,1,15,Blind,8.25605,8.689953,Vision
7653,poetry,1,38,Library,11.567744,6.8045564,Library
6672,Stone walls,1,49,Wall,7.604149,6.851194,Wall
7910,citadel,1,33,Architecture,5.4927344,4.33519,Architecture
7662,Singer,1,5,Music,2.052912,5.8913374,Music
5393,Totem,1,65,Miscellaneous,9.14307,3.4495745,Sole
7391,to dance,1,20,Dance,5.781441,8.32056,Dance
6011,spring evening,1,13,Rain,4.350779,6.114577,Rain
7585,Opera,1,5,Music,2.8915758,5.656718,Music
7115,Sim,1,70,Miscellaneous,11.189875,4.7447276,Mislata
6251,institutes,1,40,University,11.014781,7.9904757,Humboldt
7841,Amazonia,1,64,Brazilian culture,5.755459,1.7789018,Brazil
7030,Hole,1,53,Well,7.1009655,6.1177597,Wells
5123,cultural centers,1,17,Culture,5.6192856,7.5042477,Culture
6705,Motorcycles waiting,1,21,Bicycle,5.1533623,8.8661175,Bike
7238,Street dancing,1,20,Dance,5.743065,8.301992,Dance
7519,We see the possibility,1,70,Miscellaneous,11.155703,5.200588,Mislata
6541,paintings,1,48,Art,6.5556054,7.336064,Art
7695,Kiosk Kyoto,1,45,Shop,6.235936,5.650226,Shop
6740,Spitalfields market,1,44,Market,5.8989463,5.87341,Market
5436,Smoking room,1,34,House,5.8406944,4.890166,Japan
5700,Boat 5,1,0,Boats,3.7807999,1.8052127,Boats
6062,external terraces,1,35,Terrace,6.239305,4.176222,Terraces
6639,cohabitation,1,39,Friends,10.102214,6.668272,Friends
5604,Bookstore,1,38,Library,11.422604,7.104922,Library
6300,Rio Nuovo,1,64,Brazilian culture,5.627414,1.6245304,Brazil
6846,trans,1,29,Crossing,4.3870792,8.706972,Crossings
7874,Akimatsuri,1,75,Yolei,8.512637,2.0146494,Yolei
4853,ciao,1,71,Hello,11.611317,4.3821616,Hello
7070,Teenagers,1,41,Girls,10.516186,7.490468,Girls
6860,rueda,1,73,Walk,7.0568857,1.5193585,Paseo
7081,Fourth towers,1,33,Architecture,5.456174,4.0842757,Architecture
7369,7 anjos,1,60,Church,8.220094,-0.18191706,Iglesia
5180,Saxophone,1,5,Music,2.4077103,5.6251316,Music
7283,Difficulties,1,56,Dangerous,8.851144,5.619682,Dangerous
6396,gatti,1,11,Birds,10.725551,2.8624015,Birds
5983,Music Museum,1,19,Museum,5.4065676,6.948612,Museum
7563,autonomy,1,58,Politics,9.772804,5.6203175,Incivility
6584,Game,1,23,Game,3.9691904,5.0152397,Game
5537,Interview,1,42,Interview,11.1763735,6.2658787,Interview
6220,dead,1,66,Miscellaneous,9.138433,4.7077208,Parapet
6786,whistle,1,4,Ambient,1.535247,5.302417,Ambient
4713,Testing2,1,3,Test,12.709958,5.5638866,Test
6510,reggae,1,5,Music,2.3216507,5.8589306,Music
7292,Upper floor 2,1,24,Trail,7.0793667,8.9389,Loges
6683,Turbos metal,1,55,Machine,7.72207,5.57433,Machine
6351,bakery,1,8,Restaurant,11.596391,1.1904498,Restaurant
7921,iPad,1,52,Platform,9.047351,7.0421762,Platforms
7673,santa rosália,1,72,Christianity,6.553264,0.9820255,San
4999,above the sidewalk,1,32,Sidewalk,4.0150533,9.40788,Sidewalks
5413,Poem on the wall,1,38,Library,11.556192,6.845696,Library
5217,visually impaired,1,15,Blind,8.15792,8.599937,Vision
6435,children,1,41,Girls,10.477507,7.3650775,Girls
7597,Rua Brigadeiro Galvão,1,72,Christianity,6.270258,0.9140925,San
7127,To see,1,70,Miscellaneous,11.161242,5.2062097,Mislata
5579,street musician,1,5,Music,2.3585598,5.7353687,Music
6271,safety,1,56,Dangerous,8.719425,5.535795,Dangerous
7771,airport,1,22,Railway,5.6289563,10.087234,Railway
7852,Pizza; Bosko; delights; Typical; Italian,1,8,Restaurant,11.73623,1.2705331,Restaurant
4821,Italian restaurant,1,8,Restaurant,11.840789,1.2606242,Restaurant
7043,Mislata,1,70,Miscellaneous,11.03187,5.040122,Mislata
7334,collective company,1,39,Friends,10.189742,6.3574724,Friends
6364,moms,1,39,Friends,10.329371,6.9248204,Friends
7530,Accessible route,1,51,Accessible,8.807487,7.5866203,Accessible
7960,Church of the Dawn,1,60,Church,8.161789,-0.31315848,Iglesia
5494,tir,1,65,Miscellaneous,9.080732,3.5237346,Sole
6753,Deutsch,1,28,German culture,7.0619297,3.0850818,Berlin
5452,funlife,1,27,Fair,5.103562,5.5479736,Carnevale
6473,Building,1,33,Architecture,5.5697536,4.1576285,Architecture
6967,bar kitchen,1,7,Bar,10.80329,1.3840774,Bar
6074,parallel,1,54,Multiple,8.03418,6.4817495,Multidirectional
6650,table,1,8,Restaurant,12.013233,1.9035038,Restaurant
5618,Regards,1,71,Hello,11.474007,4.4934773,Hello
6485,Cruise,1,0,Boats,3.7669318,1.8017365,Boats
5254,Pedestrian step not indicated,1,25,Traveling,6.1374893,8.945466,Traveling
7643,Local support,1,52,Platform,9.355848,6.486311,Platforms
6662,relax,1,2,Tranquillity,12.642195,3.397809,Tranquillity
5630,Museum,1,19,Museum,5.5579696,6.9800105,Museum
7815,Santos,1,72,Christianity,6.4247413,1.3041567,San
6873,Sounds,1,4,Ambient,1.6129686,5.252894,Ambient
7092,truth,1,67,History,10.445917,4.5934567,Temporary
5381,Sightseeing,1,25,Traveling,6.5243344,8.796408,Traveling
7380,Group,1,39,Friends,10.342455,6.4770746,Friends
5194,no drinking water,1,1,Water,3.996933,3.122475,Water
6001,corner with cats and nature,1,11,Birds,10.7697115,2.7985346,Birds
7574,Planet,1,30,Open space,6.958744,4.1131735,Open
6597,Flowerbed,1,10,Garden,9.943359,0.6574557,Garden
5555,Noise,1,4,Ambient,1.5123166,4.996396,Ambient
6236,balcony,1,35,Terrace,6.204822,4.294881,Terraces
7749,Bos,1,55,Machine,7.820042,5.57742,Machine
6799,Skate,1,20,Dance,5.8765807,8.32052,Dance
5785,Tactile route,1,50,Tactile,7.3100557,7.8242545,Tactile
7831,Lula,1,73,Walk,7.154199,1.2682767,Paseo
8012,promenade,1,25,Traveling,6.134573,8.851974,Traveling
5108,campus,1,40,University,10.970175,7.9686055,Humboldt
7226,Andrade,1,74,Miscellaneous,8.199376,2.2590642,Archi
7509,Pandemia,1,67,History,9.062381,4.7477264,Temporary
7939,"Bell
Carmen parish",1,60,Church,7.7354436,-0.09313094,Iglesia
5469,Read them into croissant no shit I can hours if you,1,8,Restaurant,11.510502,1.4962019,Restaurant
6142,Porchs,1,35,Terrace,6.165196,4.2983503,Terraces
7684,highway,1,31,Road,4.6554003,9.630744,Roads
5018,blonde,1,41,Girls,10.322658,7.1928134,Girls
6729,Congratulations,1,71,Hello,11.517158,4.427614,Hello
5424,Tomek,1,65,Miscellaneous,9.312827,3.4841406,Sole
7414,MASP,1,39,Friends,9.981831,6.449637,Friends
5687,devotion,1,63,Joke,10.151477,4.030858,Joke
6446,pollen,1,10,Garden,9.9785385,0.64125377,Garden
6936,selva,1,64,Brazilian culture,5.7540097,1.7406101,Brazil
6629,Israel,1,67,History,10.004161,4.8373156,Temporary
7142,rail complex,1,22,Railway,5.8234262,10.460809,Railway
5591,Mexico,1,72,Christianity,6.5390234,1.466363,San
7782,Instagram,1,47,Photography,6.8528175,7.590376,Photographs
6836,Welfare,1,58,Politics,9.584462,5.76213,Incivility
4837,very manly,1,65,Miscellaneous,9.239229,3.3145711,Sole
6375,exposures,1,56,Dangerous,8.678478,5.4795895,Dangerous
7541,salve,1,71,Hello,11.548456,4.4456797,Hello
6563,Death in Venice,1,61,Sights,6.8080835,-0.08250737,Piazza_61
5505,Mud,1,53,Well,7.0841527,6.0421634,Wells
7272,City,1,36,City,5.2778864,3.5912733,Ciudad
6574,Market,1,44,Market,5.9686136,5.803453,Market
7982,Cerdanya Cross -Border Hospital,1,57,Hospital,7.8027744,4.785703,Hospital
6203,Green clearing,1,30,Open space,6.7525015,4.3728433,Open
7728,imagine!,1,70,Miscellaneous,11.086661,5.0182323,Mislata
6775,or not,1,70,Miscellaneous,11.049453,4.995649,Mislata
6500,Ilton,1,68,Miscellaneous,8.571017,2.9496417,Paschal
6995,sports courts,1,23,Game,4.09053,4.9117703,Game
6102,fastidii,1,65,Miscellaneous,9.133434,3.302032,Sole
5270,IA,1,67,History,9.732067,4.8916607,Temporary
7654,sky,1,13,Rain,4.412572,6.217799,Rain
6673,wires,1,57,Hospital,7.913394,4.9513464,Hospital
5641,Conference,1,40,University,10.646269,7.5183916,Humboldt
5893,Boat 4.1,1,0,Boats,3.8014662,1.79483,Boats
7911,bcn,1,62,Miscellaneous,8.179917,3.7362294,Hhbb
4980,curbs,1,32,Sidewalk,4.064818,9.487395,Sidewalks
7392,Dancaderuapaulista,1,76,City,7.89368,1.6429479,Sorocaba
5207,Michael Jackson,1,5,Music,2.1910546,5.8854003,Music
6422,painting,1,48,Art,6.594193,7.3149595,Art
6898,trenches,1,53,Well,7.12456,6.1223435,Wells
6608,Malcanton river,1,1,Water,3.7345695,2.7709966,Water
7116,now,1,70,Miscellaneous,11.07905,5.081834,Mislata
6254,Cafoscari,1,76,City,7.92447,1.7937397,Sorocaba
7761,RASTE OF THE CORREGO DOS MARTINS APP TRAIL ARARAQURA/SP,1,72,Christianity,6.6016884,1.5039096,San
6811,Marina,1,0,Boats,3.9811497,1.9774213,Boats
7842,Sea turtles,1,12,Fish,11.35599,2.568752,Pesce
7031,impediment,1,56,Dangerous,8.619445,5.7436867,Dangerous
7520,Blindwiki Project History,1,15,Blind,8.536913,8.74198,Vision
6542,good coffee,1,8,Restaurant,11.953582,1.7716725,Restaurant
6161,Istria stone wall,1,49,Wall,7.68496,6.9314747,Wall
7696,Garapa and Snacks,1,8,Restaurant,11.414776,1.5458974,Restaurant
6741,Petticoat lane,1,31,Road,4.5119886,9.623657,Roads
7425,Artist,1,48,Art,6.5109396,7.3751345,Art
6460,basketball court,1,23,Game,4.155189,4.881424,Game
7159,Expedition,1,24,Trail,6.7506332,8.6533985,Loges
5606,Harbor,1,0,Boats,3.663953,1.9512287,Boats
6301,darsuoduro,1,76,City,8.135657,1.7674403,Sorocaba
6847,trips,1,25,Traveling,6.5398,8.790824,Traveling
7875,Autumn festival,1,27,Fair,5.094135,5.7189894,Carnevale
7071,Tree,1,6,Tree,9.661446,0.046501417,Tree
7359,Hospitalsanata Catarina avpaulista,1,72,Christianity,6.544542,0.8624693,San
6861,repair,1,57,Hospital,8.197042,5.041529,Hospital
7888,Message Meadows of Lluçanès,1,10,Garden,9.976588,0.6025171,Garden
5371,"A playground is nearby
The sun is shining
In the end is a tunnel",1,26,Park,4.836592,4.8393044,Park
6585,locks,1,46,Door,8.28842,7.402003,Porta
7739,Face -to -face,1,42,Interview,11.114521,6.2469893,Interview
7821,Arab food,1,8,Restaurant,11.669159,1.5220672,Restaurant
4714,testing3,1,3,Test,12.710148,5.5665092,Test
7007,aboard the Albert,1,0,Boats,3.7195644,1.8043337,Boats
6117,Architecture,1,33,Architecture,5.574444,4.174741,Architecture
5285,Mami Caution,1,56,Dangerous,8.624768,5.455008,Dangerous
7293,horta,1,10,Garden,9.990104,0.6199513,Garden
5093,MIDI,1,5,Music,2.2432718,5.5699654,Music
6684,Walls,1,49,Wall,7.6958046,7.016014,Wall
7924,Gchv,1,66,Miscellaneous,8.98065,4.2502546,Parapet
7404,Homes Club,1,34,House,5.898749,4.820761,Japan
5218,blind assistance,1,15,Blind,8.1982,8.633423,Vision
6436,cat,1,11,Birds,10.713931,2.88619,Birds
7128,work,1,55,Machine,7.639299,5.7555013,Machine
5580,Whistling,1,4,Ambient,1.6244667,5.366095,Ambient
7772,Hole,1,53,Well,7.088532,6.1424365,Wells
5817,Church of Miracles,1,60,Church,8.169996,-0.29837632,Iglesia
5326,traditional,1,67,History,10.092564,4.587384,Temporary
7335,Tobojapao,1,76,City,8.251688,1.6786714,Sorocaba
7250,Access Centro Cultural Metrô,1,17,Culture,5.615535,7.5277195,Culture
5939,new road,1,31,Road,4.6006227,9.578728,Roads
7531,A more affordable city,1,36,City,5.3419905,3.5900254,Ciudad
6553,umbrellas,1,13,Rain,4.3076153,6.0438943,Rain
6176,Coffee breakfast bar,1,8,Restaurant,11.902887,1.5718653,Restaurant
7707,Culture House Rancho do Tropeiro Ernesto Vilela,1,72,Christianity,6.4077625,1.3204728,San
7436,Shopping center 3,1,44,Market,6.131034,5.629445,Market
5717,Rioba,1,64,Brazilian culture,5.828408,1.8491529,Brazil
6474,Stadio,1,23,Game,4.0992823,4.8980365,Game
6075,pee,1,43,Toilette,7.10571,5.10276,Toilette
7633,Teco Photography,1,47,Photography,6.8288546,7.626694,Photographs
7178,banana,1,9,Fruits,9.388712,0.7851951,Fruits
6314,Santo Stefano,1,61,Sights,7.3623486,0.19806796,Piazza_61
6486,I disturb,1,67,History,9.212712,4.80088,Temporary
6985,pieces,1,53,Well,7.580784,6.412515,Wells
6091,objects,1,53,Well,7.3860855,6.4446883,Wells
5255,Photocopies,1,47,Photography,6.9046335,7.518363,Photographs
5069,Wurm,1,65,Miscellaneous,8.973554,3.453417,Sole
5631,ivy,1,10,Garden,9.971375,0.6523506,Garden
7816,Bahian Press Association. Savior. Bahia.,1,64,Brazilian culture,5.7390304,1.7813133,Brazil
7901,Docks,1,0,Boats,3.6645043,1.9781346,Boats
7093,insidejob,1,43,Toilette,7.135581,5.1335316,Toilette
7381,Preferred scheme,1,52,Platform,9.250392,6.593336,Platforms
7576,audio description,1,4,Ambient,1.7466094,5.42828,Ambient
7750,ophthalmological,1,15,Blind,8.0822,8.5085535,Vision
