id,tag,count,cluster,supertag,x,y
5319,Franco,2,53,Antoni,2.9297771,9.238481
7244,Cultural center,2,10,Cultural,1.1998874,1.1663681
6747,Moscowneversleeps,2,38,Berlin,2.82641,6.622649
5376,Food area,2,12,Food,-0.2856344,9.6831455
5189,oasis,2,41,Terraces,5.3136063,4.404007
6724,Love,2,48,Sensations,-0.6180952,6.73839
5419,church,2,52,Church,1.8098965,9.461381
7409,Shopping Cidade São Paulo,2,58,Paulo,5.060292,9.402865
6931,arena,2,33,Game,4.441069,6.1287575
5333,Workshop,2,56,Works,1.5492916,3.7457552
7712,Rota,2,68,Rota,2.8398805,7.514926
7638,Photographs,2,15,Paintings,-0.5338742,2.0396814
6197,Rest,2,3,Quiet,-1.22084,8.278968
7459,street artist,2,15,Paintings,-0.10748747,1.6724933
5743,magic,2,48,Sensations,-0.7376704,6.839465
6528,souvenir,2,9,Museum,0.7687327,1.2072273
8018,Monastery of Pedralbes,2,52,Church,2.1556602,9.611095
5237,Pond,2,4,Water,7.3675456,4.755043
6212,Partisan,2,47,Israel,-0.024425916,5.0109644
7210,Matarazzo City,2,73,Valencia,4.1072884,9.5882435
7669,CAROLINA MARIA DE JESUS,2,52,Church,2.4463408,9.491512
7767,deficientevisual,2,62,Disaster,1.3290534,5.233742
6749,Center of the travelers,2,17,Trips,2.6279862,1.0818433
7745,Taste festival,2,12,Food,-0.21976933,9.315122
6124,Disabled access,2,50,Accessible,0.89089227,3.393908
5420,church,2,52,Church,1.8062502,9.458254
6932,street music,2,2,Music,7.4452977,1.8911409
5825,Wig,2,69,Sobieszewo,2.090279,6.2337832
5149,violin,2,2,Music,7.4746747,1.7102724
5501,Ladybird,2,7,Birds,6.291614,5.676288
4619,accademia,2,34,School,-1.8470469,4.3013263
6771,Error,2,62,Disaster,1.2123448,5.358769
4676,localization,2,43,City,4.588431,3.748507
5637,supermarkets,2,39,Shopping,1.6247616,2.4338617
6881,Guitar,2,2,Music,7.4250174,1.8374658
4974,Job,2,56,Works,1.5949981,3.786557
5310,Cabina telefo,2,51,Office,0.23556189,3.584613
6153,plates,2,12,Food,-0.52922976,9.304
6636,Nordic countries,2,38,Berlin,3.237269,6.2717447
5164,Brandenburg Gate,2,38,Berlin,3.4432416,5.952046
7549,Oswaldo Cruz College,2,73,Valencia,4.1062436,9.435963
5905,forest,2,19,Tree,6.11965,7.160966
6714,Sounds environments,2,1,Sound,7.901574,2.9425461
5813,move,2,26,Exercise,3.664492,2.0600903
4817,Italian forum,2,54,Venetians,3.0598779,9.870107
6540,Casino,2,33,Game,4.245381,5.839575
6959,paint,2,15,Paintings,-0.26768577,1.8849567
5050,Exhibition,2,8,Exhibition,-1.1436261,3.2280493
6869,machinery,2,56,Works,1.9991249,4.1206965
4959,Coca,2,20,Coco,5.268907,7.6718373
5667,prosecco,2,53,Antoni,2.9974835,9.4153185
6281,spritz,2,69,Sobieszewo,2.0484185,6.572843
5826,microphone,2,2,Music,7.375554,2.5634422
6372,Water,2,4,Water,7.301375,4.7458057
6199,rides,2,24,Bike,3.474395,0.92456824
7758,trail,2,18,Path,3.0873199,1.5293736
5801,Fondaco Tedeschi,2,53,Antoni,2.988649,9.203816
5434,Field,2,33,Game,4.687803,6.0890574
6059,News kiosk,2,51,Office,0.41837507,3.579825
5352,rest,2,3,Quiet,-1.2230589,8.26857
5090,Water tower,2,4,Water,7.4078903,4.814223
5906,nightinvenice,2,31,Night,5.9144297,3.4116857
5051,Ping-pong,2,33,Game,4.3430214,5.9233346
7188,Dorina Nowill,2,68,Rota,2.727135,7.23789
8010,Swallow Park,2,22,Park,5.213374,5.703479
5105,defect,2,62,Disaster,1.3031592,5.4140816
5668,salablu,2,70,Sorocaba,3.5490117,8.107087
5422,Welcome,2,67,Welcome,-0.36280745,7.3880687
5338,Taxi stop,2,28,Station,3.745919,0.006330882
6373,noise,2,1,Sound,8.004018,3.0840662
7969,Church of Rigolisa,2,52,Church,2.1450267,9.602982
5503,duck,2,7,Birds,6.2747808,5.6726327
6883,Valencian pilot,2,71,Carlos,3.7929423,9.2460985
4976,Fruit boxes,2,20,Coco,5.262361,7.579409
6947,voice,2,1,Sound,7.3780947,2.6221454
5353,drinking water,2,4,Water,7.190116,4.6972537
7884,"Square Well, I'm going to tell you good but there are people who will be better to write but right now it is disturbing me recognizing well is bothering the change but of course it is doing it now in real time this is connected to the server and in the T",1,51,Office,0.50711346,4.1066523
7368,Renato alioti,1,53,Antoni,3.0335066,9.348268
5179,Berlin Wall,1,38,Berlin,3.4507775,6.018875
6395,steps,1,27,Steps,3.4466133,2.3103573
7562,Displacement,1,25,Door,3.3758764,2.8075256
7737,Lecture,1,34,School,-1.5929029,4.2998133
7475,morro,1,69,Sobieszewo,2.001536,6.877521
5282,Athletics clues,1,33,Game,4.5211616,6.0175743
8000,Catalonia,1,73,Valencia,4.274444,9.474781
7213,Art Concierge,1,15,Paintings,-0.16873193,1.6342633
6350,Dornbusch,1,38,Berlin,3.1470022,6.5566483
7672,miss,1,62,Disaster,1.0971813,5.5321207
5411,yard,1,41,Terraces,4.811967,4.844692
7402,sao paulo good land,1,58,Paulo,5.075222,9.354837
5216,blind,1,14,Blind,-1.3520775,1.5610441
6434,families,1,32,Group,-0.53223693,4.3914886
6922,Red Farm of Valencia,1,73,Valencia,4.2947707,9.543151
7596,COCO ON TATIL FLOOR,1,20,Coco,5.2070093,7.7705245
7126,Sobieszewo - Day 2,1,69,Sobieszewo,2.286612,6.9179697
5324,lunch,1,12,Food,-0.41248217,9.659308
7333,Japanese garden,1,21,Garden,5.569928,6.7605705
5136,Brandenburgertor,1,38,Berlin,3.442602,6.076956
7248,socializing family,1,32,Group,-0.45492285,4.4098725
6363,burloni,1,60,Second,0.9919296,6.4550633
5935,material,1,56,Works,2.1603272,4.422984
5493,lights,1,31,Night,5.906837,3.1788027
7705,Immaculate Parish Church Conception,1,52,Church,1.7640721,9.428414
6752,Zug,1,28,Station,3.2536867,-0.37345788
5448,Market hall,1,40,Market,2.1004913,2.646003
7434,Celebration,1,66,Good,-0.16934696,7.06453
5715,Excavation,1,55,Stones,2.9576216,4.2954707
6472,Night environments,1,31,Night,5.9228945,3.43801
6073,empty calls,1,62,Disaster,0.92432225,5.550572
5054,sit,1,3,Quiet,-1.1522487,8.201413
6649,Pluja; Tempesta; Pati Interior;,1,30,Rain,6.1660666,4.185013
7176,Coco natural,1,20,Coco,5.2837424,7.693358
5617,downtown,1,43,City,4.293023,3.4905546
7802,panel,1,35,Children,-1.2129469,4.137045
4656,headset,1,1,Sound,7.72404,2.5402563
6484,Port,1,5,Boat,8.552266,5.0625277
6980,game,1,33,Game,4.308883,5.847472
6661,living room,1,42,Home,4.1204658,4.822542
7189,memory center,1,6,Memory,1.6613292,0.6163651
5629,Birds,1,7,Birds,6.2930303,5.680332
7814,Ladasmocascegas,1,70,Sorocaba,3.4324706,8.135437
6872,Rice Museum,1,9,Museum,0.6042569,0.84480757
7899,airport,1,28,Station,3.2707,-0.11380996
7379,social exclusion,1,47,Israel,0.41271093,4.953739
6408,discs,1,56,Works,2.6251757,4.4796333
5999,danger of the road,1,37,Roads,4.3851333,0.49194083
7100,home,1,42,Home,4.100637,4.7354164
5553,miniatures,1,56,Works,2.1373637,4.3365154
6235,Municipality Venice,1,54,Venetians,3.0550606,10.21951
7748,Post Agency,1,51,Office,0.49365905,3.913217
5784,Rio will hold,1,58,Paulo,5.0658474,9.3046255
7830,candidates,1,47,Israel,-0.024348661,4.942963
6127,Tactile,1,13,Touch,0.5270649,2.2005115
5302,Beer,1,11,Bars,0.5705064,8.842013
7304,Carlos #,1,71,Carlos,3.7422884,9.049106
8011,corner of the birds,1,7,Birds,6.2721443,5.651115
6694,車子多,1,37,Roads,3.9886746,0.28842425
7225,TerraceamDrade,1,41,Terraces,4.8615575,4.638103
7938,"Parks
Bird
Wildlife",1,7,Birds,6.175272,5.594342
5468,Wrocław City Hall,1,43,City,4.181387,3.7005692
6140,Ferry,1,5,Boat,8.627584,5.148446
6728,DOK,1,69,Sobieszewo,1.7134094,6.4816766
5423,Hello Tadeusz,1,38,Berlin,3.0276113,6.4676805
7413,session,1,45,Meeting,-0.9420282,4.7849207
6445,fried,1,12,Food,-0.09997277,9.431372
6047,sanrocco,1,54,Venetians,2.814313,9.816874
7607,Memoerial  5,1,6,Memory,1.5770696,0.5780524
6628,passable,1,50,Accessible,0.95060396,3.227625
5589,author's song,1,23,Poetry,-1.5562423,5.696054
6284,Walls,1,49,Wall,2.8843415,3.5952005
7862,"Saint Benedict 
Franciscans 
Friar Alvaci",1,52,Church,2.4547894,9.5558605
7059,rivers,1,4,Water,7.422992,4.7236524
5154,Spree,1,69,Sobieszewo,2.1500378,6.556281
7259,Blackberry tea,1,51,Office,0.20882884,3.5312593
6374,Illustrations,1,15,Paintings,-0.35884205,1.8655871
7970,reading,1,23,Poetry,-1.7359308,5.3398223
5504,fish,1,7,Birds,6.6384015,5.96462
5730,A na1,1,59,Redeemer,1.4009817,6.8736815
5963,Registration test,1,0,Test,-2.2829971,6.6248183
7552,Gabrielzinho Manos Crew,1,71,Carlos,3.7001758,9.129333
6573,ice cream shop,1,12,Food,-0.41754264,9.123666
7981,horses,1,33,Game,4.7518744,6.115087
5517,Polishlody on Bema no,1,68,Rota,2.6114252,7.115606
7727,Look,1,65,Look,-0.2984454,6.3034525
4692,Market,1,40,Market,2.0157323,2.6305926
6497,Calm,1,3,Quiet,-1.4329394,8.08826
5269,Kill blind,1,14,Blind,-1.3878837,1.5358235
7653,poetry,1,23,Poetry,-1.5439628,5.738153
6672,Stone walls,1,49,Wall,3.0034783,3.7370186
7910,citadel,1,42,Home,3.8860786,4.6754494
7662,Singer,1,2,Music,7.3647714,2.253362
5393,Totem,1,69,Sobieszewo,1.7838225,6.5978107
5206,Events,1,62,Disaster,0.79549456,5.650826
6011,spring evening,1,30,Rain,5.9218383,4.094966
7585,Opera,1,2,Music,7.166635,1.7865506
6251,institutes,1,34,School,-1.8721455,4.311765
5803,propeller,1,30,Rain,5.8737555,4.3027062
7841,Amazonia,1,58,Paulo,5.2072344,9.253716
7030,Hole,1,55,Stones,3.080797,4.2027583
5123,cultural centers,1,10,Cultural,1.2054148,1.2025478
6705,Motorcycles waiting,1,24,Bike,3.7039354,0.92225575
7519,We see the possibility,1,65,Look,-0.23236361,6.334943
6541,paintings,1,15,Paintings,-0.22968253,1.7874897
7695,Kiosk Kyoto,1,39,Shopping,1.5626832,2.4510462
6740,Spitalfields market,1,40,Market,2.037475,2.6170194
5436,Smoking room,1,42,Home,3.974153,4.891798
7424,humans,1,32,Group,-0.44177288,4.3251553
5700,Boat 5,1,5,Boat,8.593581,5.133181
6062,external terraces,1,41,Terraces,4.857088,4.6085486
6639,cohabitation,1,32,Group,-0.41616124,4.386439
6300,Rio Nuovo,1,58,Paulo,5.012902,9.243627
7792,Contemporary,1,64,Contemporary,-0.3546845,5.9596143
6846,trans,1,29,Crossing,4.4610906,1.2147704
5846,beauty,1,15,Paintings,-0.35410643,2.3113372
7874,Akimatsuri,1,70,Sorocaba,3.4265943,7.562849
4853,ciao,1,67,Welcome,-0.33240068,7.3452077
7070,Teenagers,1,35,Children,-1.2696358,4.1035833
6385,Residences,1,42,Home,4.14448,4.5868645
7081,Fourth towers,1,43,City,4.013794,4.049202
5370,settlement,1,44,Neighborhood,4.7089453,4.0452437
5180,Saxophone,1,2,Music,7.522482,1.8278223
7283,Difficulties,1,61,Safety,1.329326,5.026408
6396,gatti,1,7,Birds,6.2278056,5.620251
5983,Music Museum,1,9,Museum,0.651229,0.8109944
7563,autonomy,1,47,Israel,0.40348637,4.9078603
6584,Game,1,33,Game,4.315952,5.785796
5537,Interview,1,45,Meeting,-0.88001883,5.028851
6786,whistle,1,1,Sound,7.7690578,2.85041
4713,Testing2,1,0,Test,-2.3572924,6.6968174
6510,reggae,1,2,Music,7.3442826,2.0540798
7292,Upper floor 2,1,25,Door,3.422821,2.8779278
6683,Turbos metal,1,56,Works,1.8671002,4.177074
6351,bakery,1,12,Food,-0.6590968,9.555321
7921,iPad,1,51,Office,0.2744138,3.4252303
7673,santa rosália,1,72,Santa,4.091128,9.005152
4999,above the sidewalk,1,36,Sidewalk,4.9702573,0.78231096
6718,Niñxs,1,69,Sobieszewo,1.5697142,6.5265083
5413,Poem on the wall,1,23,Poetry,-1.5172607,5.7393913
7403,Shopping Garoa,1,39,Shopping,1.7222393,2.512168
5217,visually impaired,1,14,Blind,-1.2817383,1.6596874
6435,children,1,35,Children,-1.2282486,4.047828
7597,Rua Brigadeiro Galvão,1,73,Valencia,4.2021003,9.535682
5579,street musician,1,2,Music,7.444963,1.8405864
6271,safety,1,61,Safety,1.3307425,4.768655
7771,airport,1,28,Station,3.256206,-0.08879338
7852,Pizza; Bosko; delights; Typical; Italian,1,12,Food,-0.22511591,9.756588
4821,Italian restaurant,1,12,Food,-0.27396852,9.819295
7043,Mislata,1,65,Look,-0.037961446,6.383059
5325,Memory,1,6,Memory,1.6070665,0.585117
7334,collective company,1,32,Group,-0.2511876,4.4551473
7530,Accessible route,1,50,Accessible,1.0311126,3.1711514
7960,Church of the Dawn,1,52,Church,1.7648692,9.409273
5494,tir,1,69,Sobieszewo,1.9767083,6.460504
6753,Deutsch,1,38,Berlin,3.3953142,6.2697225
5716,Mori,1,68,Rota,2.9109287,7.4729295
6473,Building,1,43,City,3.8644469,4.1686296
6967,bar kitchen,1,12,Food,0.38649952,9.044265
6650,table,1,12,Food,-0.6760201,9.170566
5618,Regards,1,67,Welcome,-0.30311918,7.3211327
6313,sanbenetto,1,53,Antoni,2.8711782,9.629612
6485,Cruise,1,5,Boat,8.652789,5.1945224
6984,Ruin,1,62,Disaster,1.4780269,5.4007654
6089,lamps,1,31,Night,5.898022,3.1379046
6662,relax,1,3,Quiet,-1.2674342,8.258801
7190,desk,1,51,Office,0.85126734,3.7311494
5630,Museum,1,9,Museum,0.6003058,0.84895724
6873,Sounds,1,1,Sound,7.816662,2.8198345
5381,Sightseeing,1,17,Trips,2.756664,1.1226381
7380,Group,1,32,Group,-0.45595634,4.5773444
5194,no drinking water,1,4,Water,7.083314,4.695252
6001,corner with cats and nature,1,7,Birds,6.143987,5.531603
7574,Planet,1,16,Green,5.544234,4.9280148
6597,Flowerbed,1,21,Garden,5.4657884,6.946437
7101,Urbino,1,70,Sorocaba,3.2379088,7.9924436
5555,Noise,1,1,Sound,8.034886,3.096793
6236,balcony,1,41,Terraces,4.683546,4.5640655
6799,Skate,1,26,Exercise,4.1624765,2.3307552
5785,Tactile route,1,13,Touch,0.7054773,2.1590598
6522,WAV,1,59,Redeemer,1.4016262,6.779991
7019,In Valencia,1,73,Valencia,4.3050666,9.558558
5108,campus,1,34,School,-1.9299798,4.3015175
7226,Andrade,1,68,Rota,2.9028363,7.666465
7509,Pandemia,1,62,Disaster,1.3651958,5.487288
7939,"Bell
Carmen parish",1,52,Church,2.227718,9.60853
5469,Read them into croissant no shit I can hours if you,1,12,Food,-0.1670815,9.412878
6142,Porchs,1,41,Terraces,4.7123303,4.6763124
7684,highway,1,37,Roads,4.354359,0.42683005
6729,Congratulations,1,67,Welcome,-0.33542007,7.3320417
5424,Tomek,1,69,Sobieszewo,1.7514035,6.626653
6446,pollen,1,21,Garden,5.5894737,7.0070553
6936,selva,1,58,Paulo,5.1453276,9.258154
7608,Lack of ramp for person with wheelchair,1,50,Accessible,1.189303,3.2353988
6629,Israel,1,47,Israel,-0.023577685,5.3209934
7142,rail complex,1,28,Station,3.2338178,-0.3757252
5591,Mexico,1,72,Santa,4.366838,9.074012
7782,Instagram,1,15,Paintings,-0.5832852,2.251804
6836,Welfare,1,47,Israel,0.63282615,4.784638
4837,very manly,1,69,Sobieszewo,1.967086,6.5728197
7060,monopatines,1,69,Sobieszewo,2.506686,6.950682
7346,Silk fios,1,63,Tightening,2.3115273,5.6411185
6375,exposures,1,61,Safety,1.4106555,4.786055
7541,salve,1,67,Welcome,-0.33158556,7.3194714
7971,second section,1,60,Second,0.8651671,6.3668323
5505,Mud,1,55,Stones,2.964875,4.3098593
7272,City,1,43,City,4.402811,3.527316
6574,Market,1,40,Market,2.0198238,2.6579013
6203,Green clearing,1,16,Green,5.348906,4.9233527
7728,imagine!,1,65,Look,-0.18951245,6.4152656
6775,or not,1,65,Look,0.032592062,6.416644
6500,Ilton,1,69,Sobieszewo,2.2663796,7.0562944
6995,sports courts,1,33,Game,4.4694586,6.0651803
6102,fastidii,1,69,Sobieszewo,1.9908963,6.7867713
5270,IA,1,47,Israel,0.29314548,5.090055
7654,sky,1,30,Rain,5.770972,3.9850757
5893,Boat 4.1,1,5,Boat,8.626657,5.113329
7911,bcn,1,46,Binary,1.5892451,7.62961
4980,curbs,1,36,Sidewalk,4.957071,0.7262348
5207,Michael Jackson,1,2,Music,7.398011,2.1735296
6422,painting,1,15,Paintings,-0.2228947,1.8094581
6898,trenches,1,55,Stones,3.0482748,4.209584
6013,A new version,1,51,Office,0.64737386,4.0505347
7586,See with words,1,64,Contemporary,-0.4377422,5.8529716
6608,Malcanton river,1,4,Water,7.4691067,4.807037
7116,now,1,65,Look,-0.06587826,6.4505816
7761,RASTE OF THE CORREGO DOS MARTINS APP TRAIL ARARAQURA/SP,1,72,Santa,4.2964244,8.809942
6811,Marina,1,5,Boat,8.344381,5.059949
7842,Sea turtles,1,7,Birds,6.638772,5.953327
7031,impediment,1,61,Safety,1.5258582,4.8882084
7520,Blindwiki Project History,1,14,Blind,-1.4759649,1.3133477
6542,good coffee,1,12,Food,-0.69619817,9.238863
5484,willed flowers,1,21,Garden,5.355967,7.0286975
6161,Istria stone wall,1,49,Wall,2.9275823,3.6177065
7696,Garapa and Snacks,1,12,Food,-0.1570353,9.43036
6741,Petticoat lane,1,37,Roads,4.5751777,0.50289804
5437,Towards the center,1,6,Memory,2.046844,0.8683152
7425,Artist,1,15,Paintings,-0.16424192,1.7372688
6460,basketball court,1,33,Game,4.4326444,6.067342
7620,Sinalonoro,1,70,Sorocaba,3.2786741,8.04838
6640,Russian,1,47,Israel,0.05985108,5.3616858
7159,Expedition,1,17,Trips,2.809403,1.307691
5606,Harbor,1,5,Boat,8.525406,5.038106
6301,darsuoduro,1,70,Sorocaba,3.3455932,7.967232
6847,trips,1,17,Trips,2.7786944,1.1694888
7875,Autumn festival,1,30,Rain,5.668962,4.1945252
7071,Tree,1,19,Tree,6.0942683,7.1781816
5358,Portals,1,25,Door,3.2337644,3.2269034
7359,Hospitalsanata Catarina avpaulista,1,72,Santa,4.2586794,8.904171
6861,repair,1,57,Health,1.9134313,5.143322
7888,Message Meadows of Lluçanès,1,21,Garden,5.5241113,6.852639
5371,"A playground is nearby
The sun is shining
In the end is a tunnel",1,22,Park,5.0947437,5.638196
7370,Pombo coconut,1,20,Coco,5.1196537,7.874898
7284,Lieutenant Nascimento,1,71,Carlos,3.4618146,9.153619
6585,locks,1,25,Door,3.4220858,3.1487172
7739,Face -to -face,1,45,Meeting,-0.8935754,5.038688
7821,Arab food,1,12,Food,-0.23525546,9.589578
4714,testing3,1,0,Test,-2.3308449,6.6628237
7007,aboard the Albert,1,5,Boat,8.669059,5.162392
6117,Architecture,1,43,City,3.8718233,4.1707563
5285,Mami Caution,1,61,Safety,1.4229721,4.805417
7293,horta,1,21,Garden,5.5062184,6.7633133
5093,MIDI,1,2,Music,7.6290526,1.989762
6684,Walls,1,49,Wall,2.870228,3.6240718
7215,Meeting,1,45,Meeting,-0.91119057,4.7557435
6352,Hessischer Radio,1,38,Berlin,3.4777803,6.145286
7924,Gchv,1,59,Redeemer,1.3706673,6.8689675
7674,Sesc and Sorocaba,1,70,Sorocaba,3.6941395,8.324009
7404,Homes Club,1,42,Home,4.0810175,4.7913113
5669,Mapping,1,44,Neighborhood,4.7357225,3.9289117
5218,blind assistance,1,14,Blind,-1.3389859,1.6520739
6436,cat,1,7,Birds,6.2230177,5.6466455
7128,work,1,56,Works,1.7013803,3.8309057
5580,Whistling,1,1,Sound,7.723605,2.8000357
7772,Hole,1,55,Stones,3.0517852,4.252994
5817,Church of Miracles,1,52,Church,1.7605938,9.388011
5326,traditional,1,64,Contemporary,-0.2663353,5.7277327
7335,Tobojapao,1,70,Sorocaba,3.7214215,8.0198145
7250,Access Centro Cultural Metrô,1,10,Cultural,1.2526581,1.2514659
6365,sweetness,1,67,Welcome,-0.40781635,7.355089
5939,new road,1,37,Roads,4.391971,0.46375728
7531,A more affordable city,1,43,City,4.4467373,3.4909618
6553,umbrellas,1,30,Rain,6.1754003,4.1756825
5495,Attention,1,64,Contemporary,-0.59630954,5.9422436
6176,Coffee breakfast bar,1,12,Food,-0.5861906,9.395088
7707,Culture House Rancho do Tropeiro Ernesto Vilela,1,73,Valencia,4.1324763,9.2851925
5453,Training,1,26,Exercise,3.9366806,2.3012686
7436,Shopping center 3,1,39,Shopping,1.6619781,2.4167268
5717,Rioba,1,58,Paulo,4.912146,9.071453
6474,Stadio,1,33,Game,4.4923534,6.1009135
7633,Teco Photography,1,15,Paintings,-0.5539318,2.182594
7178,banana,1,20,Coco,5.281338,7.684207
6314,Santo Stefano,1,54,Venetians,2.7728999,9.742776
6985,pieces,1,56,Works,2.177934,4.5212507
6091,objects,1,56,Works,2.0222406,4.240417
5255,Photocopies,1,15,Paintings,-0.45005602,2.218699
5069,Wurm,1,69,Sobieszewo,2.0437872,6.6524205
6663,watch TV,1,33,Game,4.208201,5.425967
7191,HIV,1,57,Health,1.9076356,5.1746006
5631,ivy,1,21,Garden,5.6627016,6.984821
7816,Bahian Press Association. Savior. Bahia.,1,58,Paulo,5.06394,9.320569
7901,Docks,1,5,Boat,8.522515,5.029458
5382,General info,1,45,Meeting,-1.121451,5.158619
7381,Preferred scheme,1,51,Office,0.7026531,3.8226671
7576,audio description,1,1,Sound,7.828098,2.6204674
6598,gioia,1,66,Good,-0.28676298,7.0554695
5557,Package,1,51,Office,0.7217447,4.073919
6238,madonna,1,68,Rota,2.9320707,7.6464796
7750,ophthalmological,1,14,Blind,-1.2299138,1.7222886
4730,new,1,65,Look,-0.1782796,6.3793473
8013,train station,1,28,Station,3.1024747,-0.48575965
6696,路況,1,37,Roads,4.169937,0.4203323
7228,Old mappin,1,44,Neighborhood,4.7393527,3.916661
7510,online class,1,34,School,-1.7476333,4.1642685
6146,visual,1,14,Blind,-0.86772794,1.8945541
7685,Vlt,1,59,Redeemer,1.3911929,6.7719507
7415,Trianon,1,68,Rota,2.572791,7.130109
6937,Dear Del Moro,1,71,Carlos,3.6586566,9.160289
6630,Refreshment,1,12,Food,-0.6836556,9.063582
6289,Telephone,1,51,Office,0.18851733,3.6032503
7783,Zeca Pagodinho Rio de Janeiro,1,58,Paulo,5.01692,9.300158
6837,fish market,1,40,Market,2.1797256,2.700632
7864,Don Quixote,1,71,Carlos,3.803116,9.048221
4839,ferwharf,1,4,Water,7.537144,4.83248
7347,Japanhouse Culture Bags,1,39,Shopping,1.5086662,2.543017
5952,Blind.wiki project,1,14,Blind,-1.4607116,1.3431504
7543,#Benedito Calixto Square,1,73,Valencia,4.1646,9.5610895
7972,point of decision,1,64,Contemporary,-0.2720787,5.7663584
5506,Antoni,1,53,Antoni,2.9147098,9.419596
6191,Giardini Viale Benchine,1,21,Garden,5.523547,6.598588
7273,Lack of accessibility,1,50,Accessible,1.0015538,3.19463
6387,copyry,1,51,Office,0.5850659,3.7226481
5966,Rialto Market,1,40,Market,1.906987,2.5782757
7554,St.,1,52,Church,2.1244323,9.501585
6575,used,1,64,Contemporary,-0.3326869,5.937165
7983,his distant horses,1,33,Game,4.788417,6.1315165
5521,Mail on the market,1,51,Office,0.5978603,3.561192
7729,Actuality,1,64,Contemporary,-0.31682196,6.1492968
6776,and if,1,65,Look,-0.19787717,6.3448715
7467,cook,1,12,Food,0.06984559,9.363038
5757,multi -ethnicity,1,47,Israel,0.025974477,5.169037
6501,Mulino Stucchi,1,53,Antoni,3.0512125,9.195794
6996,Cross with bike lane,1,24,Bike,3.9604917,0.92480946
5271,Ia,1,65,Look,0.02335945,6.51248
7655,blind.wiki,1,14,Blind,-1.4561768,1.3498839
6674,Roads,1,37,Roads,4.4069676,0.4675958
5642,Dominican Square,1,73,Valencia,4.1841226,9.50722
6888,Pellaio ratchet,1,69,Sobieszewo,2.0971243,6.331652
6708,Cuenca Campus,1,73,Valencia,4.1890154,9.401269
6423,Paintings,1,15,Paintings,-0.22072974,1.7831881
6014,association,1,32,Group,-0.47823888,4.583296
5570,National Forum of Music,1,2,Music,7.405482,1.917958
6812,parrot,1,7,Birds,6.275055,5.6733103
5805,Inaccessible tactile paths,1,13,Touch,0.67165226,2.2108512
7032,urbanism,1,43,City,4.4706664,3.5870335
5128,performances,1,2,Music,6.964143,1.7514001
7240,young people,1,35,Children,-1.2452204,4.0804625
7521,political project,1,47,Israel,0.25408283,5.0527925
6543,UdL,1,59,Redeemer,1.4696372,7.0777
5485,beautiful green,1,16,Green,5.317617,4.8754025
6162,streets for everyone,1,36,Sidewalk,4.958891,0.7034137
7697,I am interested in volunteering on the ride at MAM,1,17,Trips,2.6308296,1.088819
5438,Oak,1,19,Tree,6.039815,7.152644
7426,Paulista is ours,1,71,Carlos,3.4140038,9.013449
5704,fish,1,7,Birds,6.645038,5.9680223
6064,novel,1,23,Poetry,-1.5383513,5.5535436
7621,attention,1,64,Contemporary,-0.60102415,5.970552
5607,Bridge of lovers,1,48,Sensations,-0.6914695,6.6738467
7794,Cadevi,1,68,Rota,2.8091109,7.676617
6850,Game zone,1,33,Game,4.3205085,5.8529143
7072,paradise,1,41,Terraces,5.3317313,4.408682
5359,Finished works,1,56,Works,1.6966565,3.891263
5865,dialect,1,47,Israel,-0.13456559,5.250053
7890,idyllic,1,41,Terraces,5.351765,4.386741
7083,Churros,1,70,Sorocaba,3.5413938,8.14244
7371,umbrella,1,30,Rain,6.2051,4.165887
7285,Upper open part,1,60,Second,0.9736335,6.337281
5986,welcome,1,67,Welcome,-0.34720123,7.3951592
7565,Marshal Deodoro,1,71,Carlos,3.6482995,9.177909
6587,glasses,1,14,Blind,-1.1114899,1.8233474
6225,External tables,1,12,Food,-0.7092775,9.114651
7740,Samba,1,58,Paulo,5.1480403,9.251999
5773,Piazza San Marco,1,54,Venetians,2.964385,9.897017
7822,Spill,1,33,Game,4.273139,5.8269143
6512,San Basilio,1,54,Venetians,2.7335668,9.770411
5286,Green zone,1,16,Green,5.3732085,4.8973703
5095,Klang installation,1,51,Office,0.78552365,4.0260353
6353,HR,1,56,Works,1.5197538,3.7691607
7925,UVHV,1,59,Redeemer,1.3662875,6.814401
7675,Beauty,1,15,Paintings,-0.32548136,2.2954936
6720,Tecturas,1,63,Tightening,2.455183,5.5036044
5415,Narrow pavement,1,36,Sidewalk,4.777997,0.64057636
5219,Advice,1,61,Safety,1.2922943,4.6374454
6926,citrus,1,20,Coco,5.3255463,7.612896
6620,stones,1,55,Stones,3.06683,4.1834803
5581,poetry,1,23,Poetry,-1.5365815,5.725971
7773,Sé Square,1,43,City,4.1357737,3.6396022
7854,wines,1,11,Bars,0.6515332,8.731929
4823,exercise,1,26,Exercise,4.006286,2.214681
5328,Platforms,1,51,Office,0.7268286,3.791636
7336,Jh,1,46,Binary,1.509295,7.8318534
7251,Sensation,1,48,Sensations,-0.69369006,6.8645205
7532,accidental,1,62,Disaster,1.1834792,5.3892283
6178,university,1,34,School,-1.8750452,4.3578606
7708,City park,1,22,Park,5.256278,5.6659217
6755,Crossing cars bikes pedestrians traffic lights,1,29,Crossing,4.501189,1.0016313
7437,Compliments,1,67,Welcome,-0.33900112,7.2671623
6475,Surfaces,1,56,Works,2.3952441,4.5229526
6969,Conversations,1,45,Meeting,-0.8297598,5.111948
